,Account group,City,Country,Data line,District,Fax,House number and street,Language,Name 1,Name 2,Name 3,Name 4,Other city,PO Box,PO Box postal code,Postal Code,Region,Search Term 1,Search Term 2,Tax jurisdiction,Telebox,Telephone,Title,Transportation zone,Vendor,Quantity of Milk Purchased (L),Production Volume (L),Inventory Level (kg),Number of Suppliers,Production Efficiency (%),Delivery Time (days),Demand Forecast Accuracy (%),Wastage Rate (%),Supplier Performance Score,Distribution Costs (currency)
4625,6154.0,Cassandraberg,Brazil,5.0,South Carolina,813.338.5165x63602,816 Joshua Mill,French,,Gay,Aaron,Cook,,9442.0,35060.0,7678.0,Wisconsin,,individual,3012.0,8137.0,+1-725-074-7387x2753,Dr.,,Watson Ltd,1641.0,14919.0,,20.0,80.02882049162052,,89.04624250569658,2.8721872743045918,88.23734015682545,3429.580373624616
4626,2794.0,Juanstad,Mauritius,7.0,Wyoming,(879)384-9525x69858,002 Perry Glen Apt. 785,French,Natalie,Pratt,Lisa,Burgess,,6453.0,21270.0,5108.0,Colorado,other,a,9466.0,,7271161848,,6.0,Acosta-Kelly,2663.0,18615.0,4402.0,15.0,91.20947129572454,1.2992047211283726,78.53941825207183,1.8528990517775417,64.69192726607973,1219.502512671804
4627,7362.0,,Aruba,,New Hampshire,(423)186-5601,6405 Suarez Neck Apt. 214,German,Hector,Morse,,,Port Phillipport,1943.0,23768.0,,Utah,yet,who,,9506.0,134-738-8588,Mr.,3.0,Carter-Wheeler,4919.0,,3451.0,20.0,80.03067555699431,2.5571052149364863,77.70949682185811,3.58868358241527,78.70846473078225,
4628,,,,10.0,,(587)253-0133x7904,845 Melissa Mill,German,Mark,Kirk,Adam,Porter,Port Michaelview,2755.0,18232.0,,,address,new,2513.0,2621.0,228.479.1417x510,,2.0,,8549.0,7950.0,4148.0,16.0,83.56962356276327,1.3456665424210725,73.45893093114333,3.738606247748802,72.93322838259252,1960.505402897696
4629,2047.0,East Sarah,Martinique,6.0,,+1-495-867-0012,28290 Griffith Tunnel Suite 772,English,Julie,,Austin,,Martinezborough,2485.0,59413.0,7008.0,Vermont,own,never,5841.0,3663.0,792.831.4688,Mr.,,,4271.0,19232.0,1763.0,15.0,,3.3015353653647983,90.1966480194989,2.0864307715010444,90.53974665743813,4664.80511132305
4630,4404.0,East Steven,,4.0,,001-624-462-8108x35943,1365 Clark Estates,English,,Dixon,Jerry,,Teresaport,6458.0,,5853.0,Idaho,,,3667.0,8969.0,537-160-3476x221,,5.0,Wagner Group,4864.0,6146.0,,8.0,86.42208051417691,3.3793876592684877,82.57881451897369,3.4407530811631624,99.47693840842985,4002.2462543725937
4631,9840.0,Port Tracimouth,Hungary,4.0,Vermont,644.321.5314,09748 Baker Views,German,Ariel,Morales,Jon,Scott,Ashleyberg,8080.0,75038.0,1825.0,Missouri,travel,class,8427.0,1931.0,417.269.1739,,5.0,"Wagner, Henry and Guzman",3310.0,11754.0,3687.0,18.0,,2.4718194396088453,92.08299715300402,1.070471036225758,95.2205025654105,3459.5761307881435
4632,,Sandovalstad,China,1.0,Louisiana,064.788.1660x825,70949 Ray Villages,French,Nancy,King,Jessica,,Port Jennifer,6919.0,22640.0,1560.0,Nevada,four,happy,,6035.0,001-632-517-0503x13102,,7.0,Mckay-Phillips,6098.0,,3328.0,8.0,84.4417546344499,,79.52453103672585,2.370469009756607,94.35464794034444,
4633,4288.0,New John,Paraguay,5.0,,597.540.1087x79032,,Spanish,Anthony,Smith,Tiffany,Cooper,Tylerville,,59753.0,1334.0,Colorado,,,9485.0,6567.0,001-519-687-6157x9813,Mrs.,7.0,"Harmon, Franco and Powell",2441.0,8394.0,,14.0,87.53685054086164,4.627802959258737,74.89376621855429,1.333877764549519,97.11129495545664,2299.285029434097
4634,4721.0,,Northern Mariana Islands,,New Hampshire,0315486731,3577 Kathy Ridges,,,,Tanya,,South Sheenamouth,5296.0,20167.0,5467.0,,cost,away,8075.0,,(504)762-9748x74625,Dr.,1.0,,3222.0,8482.0,1570.0,,,4.322887549066344,82.78786429389358,2.283978543435846,67.47866863723672,3866.776990758975
4635,8361.0,Justinberg,Falkland Islands (Malvinas),8.0,Oregon,942.163.6287x19654,77165 Karen Run Suite 231,Spanish,Haley,Reynolds,Michelle,Green,Edwardsside,7013.0,19077.0,,Maine,toward,,4301.0,1471.0,001-231-737-9376,Dr.,2.0,Clements and Sons,4468.0,16665.0,2047.0,18.0,86.39515098574321,2.7525038557075194,77.8821039851347,1.959611922458496,85.65216905510613,2386.103307494049
4636,6981.0,,British Indian Ocean Territory (Chagos Archipelago),8.0,Indiana,+1-586-549-6587x9497,3102 Villarreal Turnpike Apt. 362,,,Stewart,John,,New Eric,9050.0,48413.0,,Nevada,enter,international,4212.0,3933.0,6410282410,Dr.,2.0,Bates and Sons,9129.0,5002.0,3799.0,17.0,85.29560072807435,4.818399680650745,77.21060188269885,1.5746665953480852,97.18526533009873,
4637,9861.0,,Lithuania,,Missouri,947.923.6801x05613,461 Dixon Tunnel,English,,Cooke,,Floyd,,4101.0,51997.0,1564.0,Ohio,,energy,7253.0,9505.0,(951)607-9421x580,Mrs.,8.0,,,5670.0,1637.0,14.0,84.7032144787853,,75.10930307364885,4.53406205614044,78.10183342992494,2336.072206930355
4638,7223.0,,Belgium,4.0,Utah,529-328-0306,2793 Tina Wall Suite 158,,Luis,Hart,Jacob,,West Tracytown,6681.0,33038.0,4315.0,Oklahoma,,international,1215.0,9631.0,(121)841-0243,Mrs.,2.0,Owens PLC,4224.0,7322.0,3037.0,5.0,97.2553843365036,3.6029657205743413,84.27807996329422,2.0107685357989147,94.62631196275828,
4639,7133.0,Pamelafort,Malawi,10.0,,+1-924-678-9942x42255,7279 Cuevas Mountains,French,Sean,Wall,Luke,Reese,Port Christinatown,5279.0,22957.0,4345.0,Alaska,very,class,3102.0,7247.0,+1-302-315-7743x426,Mrs.,,,,8293.0,,18.0,,1.6685269017356354,93.31404577061289,,67.4998956654112,4494.920832104227
4640,5483.0,,,4.0,Iowa,+1-468-283-1977x4265,8440 Pamela Canyon,German,Louis,Patterson,Sheryl,Case,Port Richardshire,9703.0,,6912.0,,,strong,7652.0,2568.0,,Dr.,4.0,"Barnes, Powell and Thompson",6132.0,9667.0,1830.0,17.0,,3.0386809601745997,93.6096264361972,2.9242446008682896,98.24994815394271,2915.061016652428
4641,7772.0,Michellebury,,2.0,Connecticut,(008)021-7053x75903,03119 Peck Coves,German,James,Alexander,Loretta,Finley,Sarahstad,4134.0,89425.0,,,peace,risk,4695.0,5504.0,351-241-3131,Mrs.,7.0,,8853.0,15314.0,,10.0,,3.0552885356050092,,,91.5177697208513,3763.6774549622723
4642,,,Chile,10.0,,(843)466-6300,1038 Susan Lodge,French,,,Nathaniel,Garcia,Jacobbury,3273.0,76510.0,6824.0,Idaho,house,heart,8112.0,9544.0,,Mr.,6.0,Miller PLC,,12998.0,3519.0,9.0,94.612104890521,4.31944610036035,70.02917129006529,3.5639258608221587,76.68135215827485,4443.834289430088
4643,4754.0,Phillipsborough,Anguilla,3.0,Indiana,636.484.1391,,English,,,Dennis,Johnson,Isaiahmouth,9870.0,14321.0,9265.0,Wyoming,just,forget,7401.0,8821.0,001-030-030-8021,Dr.,6.0,Brandt-Brown,7304.0,6155.0,2214.0,14.0,91.2156391716928,,78.79586192213536,,78.38641028245885,
4644,9679.0,Kevinview,,1.0,Wisconsin,664.714.9290,17864 Alexander Mews,English,Robert,,Michael,Williams,Johnnystad,3950.0,,3876.0,Nebraska,person,nation,,8133.0,(432)540-9095,Mrs.,10.0,Lopez-Gonzalez,1681.0,,1855.0,14.0,90.49689605142079,2.3051214210594835,87.27621651258954,2.5933107444420194,92.76510459742877,3061.740096827543
4645,4192.0,Heathland,,5.0,Michigan,(889)513-3496x72228,,French,Rhonda,,,Wilson,Sandraborough,,49406.0,3948.0,,own,wrong,,3871.0,,Mr.,2.0,Harris PLC,9220.0,12510.0,3319.0,15.0,,1.2865254076376282,89.46692244794762,4.0132976177565265,82.62438950347925,
4646,,Mathewsberg,Tanzania,1.0,,001-695-909-9938x00981,44251 Walker Pines Suite 558,English,,,Christy,Ingram,,9279.0,34040.0,3936.0,Maryland,sister,,2959.0,5182.0,001-905-499-0876x3092,Dr.,9.0,,7039.0,15076.0,1695.0,11.0,,2.3493895814771624,93.73254810493358,3.111311483356196,61.83892008993051,3188.6450202667947
4647,3903.0,,Pitcairn Islands,6.0,North Carolina,0438917097,8879 Tammy Shoals,German,Karla,Smith,Alfred,Martinez,Lake Christinaville,5192.0,47698.0,1031.0,,,,1668.0,3576.0,988.457.3468x968,,9.0,,7939.0,14313.0,1061.0,11.0,80.98723716028931,3.813817676259621,89.25673060539611,2.142412475822082,89.93760584464908,2930.5542926999988
4648,1173.0,,Benin,,Iowa,680.239.6548x44057,9618 Wells Ranch Apt. 085,English,,Johnson,Elizabeth,,East Brianborough,8481.0,90509.0,1877.0,Indiana,because,level,7150.0,9935.0,001-328-849-5296x840,Mr.,3.0,Richardson-Mccarty,4014.0,5807.0,1562.0,20.0,83.8262895825602,4.325674141734217,86.249375629979,,94.93070111518007,3501.3010446781227
4649,3635.0,North Cynthia,Montenegro,,Maine,,8331 Moreno Station,German,Samantha,,James,,Carriefort,1639.0,99207.0,,Alabama,receive,police,3607.0,9543.0,,,10.0,Henry Inc,6415.0,16505.0,4572.0,8.0,92.49614970659606,,,4.926206140292841,61.40771075031079,1609.800700758923
4650,,Andrewfort,Cambodia,2.0,,(964)409-8052x6873,4909 Mckenzie Islands Suite 493,French,,,Brandy,,Wallacemouth,9038.0,56227.0,8153.0,Wisconsin,last,,4402.0,,+1-200-748-5429x9559,Mr.,2.0,"Perez, Bautista and Powell",4353.0,8973.0,,9.0,84.00658407835336,3.3053787809891366,85.43218338410296,2.4374967535620633,,1479.8697816523031
4651,2960.0,Port Marcuschester,Trinidad and Tobago,3.0,Tennessee,001-313-570-4862x03550,8284 Todd Harbors Suite 642,French,Julia,,Steven,Douglas,Michaelberg,1699.0,80497.0,6249.0,,fine,,4275.0,,033.503.5817x14039,Dr.,10.0,"Gomez, Bruce and Wright",9144.0,,4036.0,20.0,,1.974585042627894,,2.8309277773384136,66.29336072176825,3205.179065205667
4652,9714.0,,,4.0,,514-237-6845,,Spanish,Patrick,Nelson,,Porter,New Steven,1069.0,,,Nevada,subject,both,6821.0,6282.0,+1-632-783-6525x8114,Mrs.,1.0,"Thomas, Sanders and Nguyen",8169.0,13740.0,4365.0,10.0,84.42555172031385,1.0307564328556098,83.78399389130547,,65.20946311746734,4081.50873730156
4653,,North Elizabethstad,Mongolia,,Connecticut,720-923-7256,274 Angela Keys Suite 698,Spanish,Cynthia,Burke,Julie,Liu,,7431.0,21793.0,1433.0,Indiana,describe,,5111.0,1002.0,900.022.8807x27063,Mrs.,2.0,,2704.0,9990.0,2047.0,,94.33244563014458,2.5072108012082515,,1.7918150133978799,,1620.899105669987
4654,7298.0,Lake Elizabethmouth,Israel,9.0,Florida,,,English,Victoria,,Alexandra,Sanchez,East Stevefurt,2330.0,,2233.0,Massachusetts,,indicate,4207.0,2873.0,257.112.1777x144,,7.0,Norman-Cohen,,6058.0,2267.0,14.0,94.57078874251602,3.457618970460921,73.08403085686402,3.0229545445153256,77.56171558535826,1201.434379016653
4655,3621.0,East Matthew,Mauritius,9.0,Arizona,(609)049-6786x86243,05357 Garcia Ferry Apt. 502,English,Sean,Warren,Brian,Murray,New Ryan,4191.0,35461.0,8638.0,Missouri,,scene,,,939-083-0688x47382,,10.0,,,5165.0,4109.0,5.0,89.31895572610442,,,3.340047839869271,99.98711564826264,
4656,7990.0,Robertton,American Samoa,,,001-780-985-1431,,English,Sheila,Mclaughlin,,Jones,Daviston,2733.0,65400.0,1623.0,,spring,,,2052.0,,Mr.,9.0,Tucker-Lopez,8176.0,14681.0,2680.0,12.0,96.0708177053209,1.084577072431118,,1.00520026679877,,4807.602473484412
4657,5190.0,East Carrietown,Pakistan,1.0,South Carolina,,7240 Rose Heights,,Felicia,Thomas,,Lewis,Anthonytown,2128.0,96336.0,8611.0,Nebraska,none,research,9455.0,9202.0,,Mr.,8.0,"Payne, Garcia and Moore",5624.0,9634.0,1979.0,10.0,87.93831825064665,,84.76491767281513,3.2815239595904724,95.47345210614523,4858.950048863087
4658,8929.0,,Heard Island and McDonald Islands,2.0,Georgia,001-065-426-8560x768,8433 Calderon Divide Apt. 352,French,Jason,Garcia,Austin,Fowler,South Jimmyside,,27944.0,2143.0,Iowa,sport,nor,3690.0,2043.0,+1-819-163-5475x03834,Dr.,4.0,Washington Ltd,9521.0,9603.0,4999.0,,93.71936968466791,1.4459017454441274,89.60208311851304,1.3458782337359487,75.11059957501372,1852.413236467564
4659,5013.0,West Jeffrey,United Arab Emirates,,New Hampshire,2310349105,,Spanish,Jeffrey,King,Jane,Rodriguez,South Juan,4709.0,40532.0,4260.0,Mississippi,,wind,9373.0,8981.0,(819)092-6652x74529,,6.0,Hernandez-Nelson,,18612.0,1238.0,15.0,97.67146558727349,,92.27715917952044,,,
4660,,,Denmark,1.0,Washington,+1-689-238-9687,,English,Laura,,Eric,Hunter,West Alexanderstad,,70869.0,8033.0,Pennsylvania,morning,,1730.0,,133.362.7161x62788,Mr.,,Jacobson-Fernandez,,5228.0,4687.0,,88.6900100917714,3.6589239625409418,71.91144794927146,1.9715958677480034,76.43693385338784,1634.9435202840716
4661,8657.0,East Philipmouth,Wallis and Futuna,2.0,Alaska,229-080-5003,,,Austin,Smith,Lisa,Ramos,,3651.0,93389.0,3648.0,Nevada,oil,hit,3416.0,4298.0,768.384.8522x3536,Dr.,1.0,Wilson-Dawson,6482.0,14846.0,,8.0,92.937010138284,1.5145124900378137,93.27789680604002,,68.41339246224962,2399.6908689638985
4662,5843.0,East Kimberly,Portugal,7.0,New York,001-262-155-5559x30920,,,Dale,Mccarthy,James,,,3600.0,69939.0,2199.0,Iowa,recent,today,1497.0,3571.0,(232)620-6118x5152,Mr.,6.0,Chan LLC,6158.0,13078.0,3117.0,7.0,97.8795245318199,1.4744816247036323,77.07178838315843,,88.58238888792016,2642.1685165915187
4663,5293.0,Carlchester,Nigeria,,,2058260533,71084 Frank Ramp Suite 564,German,Victor,Osborne,Alyssa,Allen,Lake Jean,6454.0,72642.0,,Utah,throughout,share,9369.0,3592.0,100.338.2740x76743,Mrs.,6.0,Swanson-Baker,2743.0,,,10.0,92.32330228680196,3.479084404072182,89.8075869868906,1.4018589489474924,62.3538842461602,1711.0274086013137
4664,1578.0,,United Arab Emirates,10.0,Wyoming,,111 Gina Course Apt. 624,,Brian,Charles,Glenda,Boyd,Anthonystad,,,1727.0,Pennsylvania,answer,campaign,3955.0,6145.0,458.745.5872x76821,Mrs.,2.0,,9542.0,17654.0,4518.0,15.0,92.33258544038218,4.356231632782336,83.77284012132111,3.1026061201458166,,4306.5628988921635
4665,6625.0,West Melissa,,7.0,Illinois,,788 Tammy Stravenue,English,Ebony,,Theresa,May,,3268.0,13661.0,6669.0,Minnesota,great,pay,,8086.0,(085)160-9160x404,Mr.,7.0,"Bowen, Cook and Roberson",5673.0,,1186.0,9.0,83.44376899142763,3.9821741691439474,76.24956747330664,2.351390589292257,91.41720700026973,4886.668544924584
4666,3001.0,New Williamtown,Bermuda,10.0,North Carolina,,06905 Choi Square Apt. 041,French,,Allen,Joanna,Santos,Barrerashire,7770.0,14244.0,5151.0,New York,support,sort,1620.0,6194.0,203-785-6134x3991,,9.0,"Cruz, Vargas and Gregory",1241.0,6595.0,4213.0,13.0,,3.1514030728843103,91.22779509808524,3.7729994130829634,73.46386683845489,1911.2234655655348
4667,,,Belgium,,Minnesota,(003)709-1118,643 Laura Avenue,English,Jennifer,Pace,,Roberts,West Laura,3549.0,36393.0,8503.0,Delaware,provide,company,7892.0,7534.0,+1-232-907-4646x9851,Mrs.,6.0,Taylor and Sons,9113.0,18384.0,2566.0,17.0,80.88316481241192,2.8119576899731284,79.92607745546482,3.332031821610715,78.52654472848073,
4668,6612.0,Schroedershire,Luxembourg,7.0,Indiana,+1-965-745-9193,,,Dylan,Perry,Lisa,,Kevinfort,,48292.0,9732.0,Delaware,,market,4641.0,5776.0,+1-779-106-9943,Mrs.,10.0,Robinson-Cox,9398.0,17639.0,3811.0,19.0,97.24990282664803,3.181127550503988,91.34412240529144,1.795031364075863,98.17428187483104,1918.1909056655068
4669,8646.0,West Jenniferborough,Marshall Islands,7.0,New Jersey,(133)505-6648,373 Thomas Oval Suite 840,,,Mueller,Gabriel,Stephens,North Robert,1032.0,54778.0,7522.0,Florida,work,,,9688.0,+1-924-374-2071x1163,Dr.,3.0,"Lewis, Green and Johnson",8268.0,17241.0,1187.0,16.0,,1.0504945113778659,90.4513705825169,3.968167713778605,70.220587096906,1930.376946669057
4670,5245.0,Aliceside,Faroe Islands,8.0,New Jersey,,,English,Patricia,,,,,,26512.0,4162.0,South Dakota,two,culture,6529.0,9209.0,101-391-4012,Dr.,5.0,Zimmerman Group,,8027.0,3118.0,10.0,96.9486731864406,1.8622842166941327,,,93.54337767099581,1690.7967421724086
4671,6283.0,Johnstonburgh,Uganda,,Vermont,1841904654,8515 Brandon Dale Suite 416,English,Antonio,Peterson,Carlos,Bell,Davisstad,8534.0,30558.0,3253.0,Illinois,by,through,,8205.0,,Dr.,9.0,Savage-Sanchez,5929.0,17090.0,1958.0,5.0,84.93253594401789,,79.54475469274173,2.8577695647634473,,2186.688010295748
4672,8310.0,Hunterton,Taiwan,1.0,North Carolina,,,German,,Cruz,Heather,Valencia,Johnsonstad,4086.0,15196.0,5135.0,Colorado,,black,5673.0,4796.0,563-032-8676x7267,Dr.,6.0,,,8621.0,2230.0,5.0,93.69314882444758,4.719150128705417,84.76861544914401,2.6791753031597794,88.80396387886577,3436.249799313492
4673,8553.0,,,1.0,,3334704849,1381 Phillip Skyway,,Shane,Benjamin,Jacqueline,Howard,Raymondstad,3162.0,87232.0,,Ohio,scene,low,4346.0,,039.212.4937,,8.0,Green LLC,6893.0,5118.0,1250.0,,,2.456122043409626,86.66550414388057,1.7924316117055485,61.75133860542681,1105.3136421231588
4674,3691.0,Port Mirandaborough,Slovenia,9.0,Connecticut,505.958.4256,042 Nicholson Tunnel,Spanish,Joseph,,,Flores,,3372.0,,9186.0,Missouri,final,keep,6451.0,1199.0,729.858.9864,,3.0,Mckay-Baldwin,2155.0,12810.0,1017.0,17.0,92.65114346695282,1.4250748571082577,87.13194860580074,2.607748525034148,89.348713239322,
4675,2741.0,Rowefurt,Bhutan,3.0,South Dakota,996-833-6609x55146,485 Jeanette Pike Apt. 019,German,,Clark,Blake,Rivas,,7651.0,,,Washington,,culture,4406.0,7741.0,(693)648-2696,Dr.,,Woods-Jones,9822.0,,4734.0,9.0,94.32644031597289,4.895509094922446,93.27824674533947,3.0888278928026103,65.05913452235785,
4676,,Port Markshire,Uganda,10.0,Ohio,882-742-9844,481 Victoria Grove Apt. 736,English,David,Martin,Nicholas,Marquez,South Sandramouth,1191.0,31779.0,,Mississippi,stand,structure,1333.0,7807.0,001-754-248-6759x053,Dr.,4.0,Jones-Wright,2730.0,,2594.0,17.0,90.87861532356116,1.9052971834165198,77.01963477850171,4.587130256178766,62.23010162310844,2479.532880781091
4677,,West Theresa,Lesotho,6.0,West Virginia,938.221.9630x140,252 Michael Rest Suite 830,French,Lisa,Acosta,Scott,,Jonesfurt,7674.0,71742.0,,Virginia,education,catch,8880.0,,001-658-895-7447x6722,Mrs.,,"Cline, Griffith and Austin",9166.0,17386.0,2889.0,10.0,81.49295291480314,1.8897562557614718,,,86.00503592642005,2614.9724767421894
4678,6615.0,New Jeremy,,7.0,New York,+1-453-536-4584x836,,,Brandi,,David,Steele,Lucasstad,2637.0,51276.0,5018.0,Virginia,close,condition,,9045.0,187-137-6468x2645,Dr.,,"Dennis, West and Tyler",,11687.0,1031.0,13.0,90.51584126194207,4.685662814812233,93.80331924362365,2.908271871078227,88.03324853109432,4456.997549346656
4679,,Marshallbury,Albania,6.0,Nevada,1167612656,98066 Harris Drives,,Lori,Fischer,Rebecca,Harper,West Michaelburgh,5963.0,97498.0,1234.0,Arkansas,Congress,learn,4988.0,2690.0,(827)951-0444x893,Dr.,2.0,Beard-Gonzalez,1468.0,6024.0,2797.0,6.0,92.57760116780977,2.561474455102628,,,,4271.00018971785
4680,2061.0,Port Alec,,,Iowa,,809 Miller Drives Suite 823,French,,Fletcher,Robert,Anderson,,7222.0,63949.0,8264.0,Rhode Island,weight,tree,3643.0,6892.0,(599)648-5071x90576,,3.0,Soto Ltd,9938.0,18005.0,,11.0,95.16148516703282,,76.25477055584005,3.8784557855923194,90.02744336581617,1204.0038349236831
4681,,Donnafurt,,10.0,Iowa,001-585-515-9591x566,,,Michael,Cabrera,,Brennan,Larryberg,3963.0,30715.0,6490.0,Ohio,series,course,6088.0,2817.0,001-096-123-1698x5052,Mrs.,,,,,4540.0,,,,,1.6357366094500447,76.6610143535226,2553.0995715085664
4682,7172.0,Acevedomouth,,1.0,Washington,(074)858-0916x33867,,German,Patrick,,Chelsey,Martin,Port Tonyside,9014.0,64503.0,5746.0,Indiana,people,lot,6265.0,8146.0,,Mrs.,1.0,"Gilbert, Yates and Browning",5559.0,6652.0,3787.0,18.0,85.6794916772153,2.559024674284257,81.43876185549934,2.340684367966226,90.92236870309857,4778.360787395413
4683,5833.0,Jessicaborough,Cote d'Ivoire,6.0,Michigan,+1-811-695-3900x03153,,,Amanda,,Robert,Graham,New Kennethmouth,,61325.0,2387.0,South Dakota,behavior,billion,8463.0,6877.0,714.848.2284x80417,Mr.,10.0,Martin LLC,,,4838.0,20.0,80.32308187993019,3.089237203859234,,,85.04016772701343,4072.113709649967
4684,,Longside,Moldova,,Virginia,399-501-1542x607,68493 Peck Throughway Apt. 543,French,,Harris,Danielle,,,,60197.0,9186.0,Oklahoma,morning,line,5948.0,,+1-703-224-0235x6529,,,Turner-Hayes,7926.0,13036.0,3585.0,10.0,,4.53675956753736,74.56052056728687,3.8857510647594222,73.5629135779285,2380.78050197444
4685,8594.0,Wilkinsonside,Afghanistan,4.0,,001-074-823-0660x6273,227 Thomas Estates,Spanish,,,Justin,Williams,Archerton,6432.0,83454.0,4150.0,Illinois,,bad,,8301.0,,Mr.,3.0,,6725.0,5463.0,3913.0,,83.37558838911288,,,3.512340203322907,85.82450069730093,
4686,,East James,,10.0,,550-178-7169,4452 Duke Station Apt. 274,,Donald,Bird,Jeff,Wright,Maynardfort,5568.0,77399.0,8921.0,Wisconsin,fish,page,2017.0,1669.0,282.551.8467x87996,Mr.,4.0,"Woodward, Scott and Lopez",9257.0,,3753.0,11.0,93.53310503200258,4.276497729208149,75.10386122022929,,66.4420528986059,
4687,9297.0,Jonesfurt,Cote d'Ivoire,7.0,Idaho,(053)834-2490x23753,9451 Jones Throughway,Spanish,Sheila,Smith,Megan,Stevens,East Johnland,4544.0,80964.0,1889.0,California,lay,she,1260.0,3169.0,2104679572,Dr.,10.0,Solomon-Mcfarland,7121.0,8553.0,1535.0,8.0,,1.0133830626174136,87.79917259522563,1.8759964078970035,83.31756637815626,3260.9518416643355
4688,5564.0,East Mary,,1.0,,135.951.1326,0680 Anthony Springs,French,Jennifer,Rodgers,Veronica,Miller,,9411.0,89808.0,,,,population,1108.0,,456-028-6161,,3.0,Lopez Ltd,1224.0,9596.0,1030.0,,84.45100334897477,4.729218358195954,91.87468193850835,2.3787810669584526,72.3710834484415,
4689,8261.0,New Crystal,British Virgin Islands,,Delaware,(348)549-0705,,English,Mark,Gross,,Reyes,,4010.0,36888.0,6215.0,Montana,than,body,5729.0,7619.0,(665)879-1117x08124,Mr.,8.0,Fernandez-Frey,5981.0,5694.0,4586.0,,,,,2.407782150808101,81.93070664657446,1149.103244321747
4690,,Lopezview,Germany,8.0,,001-394-394-3690x885,,English,Edward,Herring,Joseph,Obrien,Fitzgeraldfurt,7803.0,20294.0,,Arkansas,instead,,6782.0,7076.0,(982)794-9317,Dr.,7.0,"Parker, Byrd and Velazquez",6323.0,15003.0,1230.0,9.0,,2.843806705935355,85.04658377983198,1.0277481755982083,75.63641762521982,
4691,,Owenstown,,8.0,New Jersey,(996)384-8613x4779,7604 Franklin Pines Apt. 238,English,Trevor,Harvey,Jordan,Barrett,,,20588.0,1143.0,,return,upon,1018.0,,903-170-8232x053,,6.0,"Nguyen, Fisher and Brown",2825.0,13459.0,4133.0,,,,76.66805385251173,4.01670320453593,67.50743340861577,1532.3270979097251
4692,7946.0,North Ginashire,Guernsey,3.0,Vermont,374.367.3971x9708,731 Gwendolyn Rapid Apt. 906,Spanish,Cameron,Johnson,Timothy,Garza,Lake Josephside,1574.0,89828.0,3347.0,Georgia,environment,,3912.0,4255.0,,Mr.,,Johnson and Sons,7766.0,,1794.0,17.0,,3.6870754351238793,81.87534497780076,1.265884025556336,96.68705603759521,2830.775777050263
4693,8995.0,Georgechester,Senegal,8.0,Georgia,(984)877-5970x4147,,,Thomas,Sharp,Anna,Williams,New Emily,5911.0,30877.0,,Massachusetts,must,develop,,2573.0,178.715.9899,Dr.,2.0,"Cochran, Holmes and Parks",7734.0,16728.0,4780.0,14.0,96.80064590364258,,87.22341615422259,3.4911326497575392,74.30062110859404,2088.2535191570496
4694,,Lake Danielchester,,,Massachusetts,036-692-1536,0275 Drake Corner Apt. 748,,,Zamora,Katelyn,Barr,Melissaview,3775.0,96496.0,8089.0,North Carolina,bed,,8178.0,9297.0,771-201-1873x1617,Dr.,2.0,"Salazar, Brown and Cooper",9916.0,16942.0,1360.0,,81.73320560472334,1.5530344920701542,78.19718573846289,,77.7862133837472,4290.3044364545785
4695,3326.0,Castillotown,,4.0,Illinois,,52424 Donald Rapids Apt. 836,English,Alexandra,Ramirez,Dustin,Underwood,Amandaview,2596.0,51933.0,4831.0,,mention,,,7906.0,515-657-6015,Mrs.,,"Mullins, Monroe and Hogan",1625.0,17985.0,3184.0,,,2.351871372489364,78.05266246757594,1.652147807643193,71.81168849545554,4292.256609626848
4696,2556.0,Lake Richard,Algeria,3.0,Texas,,4893 Brown Orchard Suite 945,English,,Mcbride,Deborah,Myers,South Christinashire,,,5983.0,Mississippi,know,,2524.0,7769.0,(580)997-0112x817,Dr.,3.0,Ortiz Inc,9792.0,13730.0,3700.0,,87.95426994039646,,87.89068661034065,4.455777824669532,64.05689305833914,4548.585610806362
4697,,Port Shawn,Equatorial Guinea,7.0,Alabama,063.296.7938x76983,,English,Jared,Williams,Ronnie,,Johnstontown,7895.0,41734.0,1063.0,,study,,6902.0,7295.0,992-418-0175x2265,,,"Wu, Ayala and Carter",4291.0,13610.0,2889.0,6.0,87.88828242255195,2.113520349202008,87.88248644782091,2.1952236257693274,66.7295882171247,
4698,9314.0,East Stephanieland,,6.0,Massachusetts,+1-416-286-4272x91960,04964 Benjamin Islands,German,William,Schmidt,Kevin,,Alexandriashire,,69153.0,4094.0,Minnesota,throughout,,4488.0,,+1-870-090-3103x861,,6.0,Bishop-Medina,9813.0,19065.0,,11.0,89.93790773844735,4.549426190470049,74.36104155067888,3.6550016034921082,97.15255352114463,4742.4355118659805
4699,7733.0,Port Priscilla,Uganda,4.0,Tennessee,,14583 Melissa Ports Apt. 047,German,Sharon,Lawrence,,Martinez,Ashleyburgh,4418.0,,6170.0,Virginia,room,these,6933.0,1228.0,(724)585-8589x824,Mr.,,Jones-Knapp,5799.0,11396.0,1724.0,,88.54560275072659,2.749860038975712,88.1914689384437,4.181675027540747,93.62739903928224,4707.955353038908
